name_length,is_organic,is_sugar_free,quantity_value,quantity_unit_encoded,category_depth,country_count,product_age_days,created_year,created_month,main_category_encoded,nova_group
1,0,0,230.0,14,6,4,472,2024,5,164,4.0
1,0,0,500.0,14,1,1,302,2024,12,159,3.28450954283178
2,0,0,200.0,14,5,6,3794,2015,4,134,3.0
7,0,0,5.0,71,7,2,4024,2014,5,459,4.0
4,0,0,800.0,14,19,4,4564,2013,2,18,4.0
2,0,0,370.0,14,12,3,4420,2013,4,18,4.0
5,0,0,500.0,42,7,2,4758,2012,9,67,3.28450954283178
4,0,0,160.0,14,10,1,3433,2016,5,159,3.0
3,0,0,1.0,29,4,3,4359,2013,6,67,3.0
2,0,0,1.0,29,14,4,4555,2013,4,45,4.0
1,0,0,1.0,29,8,8,4608,2012,7,53,3.0
2,0,0,500.0,14,6,1,4505,2013,4,459,4.0
1,0,0,45.0,14,8,9,4469,2013,7,337,4.0
3,0,0,2.0,29,3,1,3415,2016,4,159,1.0
3,0,0,800.0,14,5,2,2594,2018,4,400,4.0
1,0,0,24.0,3,6,2,2799,2018,1,400,4.0
2,0,0,400.0,14,11,2,2790,2018,2,400,1.0
2,0,0,250.0,14,9,2,2539,2018,2,159,2.0
2,0,0,276.0,14,9,1,2393,2018,5,400,4.0
4,0,0,500.0,14,8,2,4007,2014,8,159,2.0
3,0,0,400.0,14,1,6,3888,2015,3,264,1.0
2,0,0,350.0,14,4,5,3306,2016,9,459,4.0
5,0,0,216.0,14,10,6,2707,2018,5,75,4.0
9,0,0,500.0,14,6,2,2728,2018,4,13,3.0
1,0,0,220.0,14,16,5,4567,2013,2,18,4.0
3,0,0,120.0,14,12,6,3418,2016,5,400,4.0
2,0,0,500.0,14,6,1,1651,2018,11,400,3.28450954283178
8,0,0,450.0,14,7,3,1972,2019,2,400,4.0
2,0,0,625.0,14,7,1,2202,2019,4,400,3.0
4,0,0,1.0,29,12,10,2272,2019,7,399,3.0
2,0,0,500.0,14,9,2,1171,2019,7,400,4.0
9,0,0,400.0,14,7,1,2131,2019,11,394,4.0
3,0,0,250.0,14,9,6,1861,2020,4,507,2.0
2,0,0,500.0,14,1,1,1756,2020,6,210,3.0
2,0,0,2.0,71,6,1,1577,2020,12,400,3.0
4,0,0,250.0,42,12,5,1584,2021,3,400,4.0
5,0,0,500.0,14,4,1,1225,2022,1,400,3.0
3,0,0,400.0,14,11,1,1125,2022,3,400,1.0
8,0,0,500.0,14,8,2,1199,2022,7,119,4.0
4,0,0,25.0,14,11,1,1116,2022,9,400,3.0
2,0,0,4.0,71,8,1,513,2022,11,159,4.0
3,0,0,500.0,14,9,1,935,2023,2,159,3.28450954283178
4,0,0,500.0,14,10,2,918,2023,3,18,4.0
2,0,0,4.0,71,10,1,887,2023,5,400,4.0
7,0,0,1.0,27,10,2,770,2023,8,400,1.0
2,0,0,400.0,18,13,1,668,2023,12,13,4.0
3,0,0,1.0,29,3,1,523,2024,3,3,3.28450954283178
11,0,0,900.0,14,9,1,490,2024,6,400,4.0
3,0,0,500.0,14,7,4,4292,2013,4,459,4.0
2,1,0,250.0,19,7,2,2637,2018,4,400,3.0
5,0,0,267.0,14,13,1,3316,2016,4,18,3.0
2,0,0,600.0,14,7,1,4708,2012,6,18,1.0
2,0,0,125.0,14,6,5,4583,2013,2,459,4.0
3,0,0,250.0,14,5,2,4214,2013,9,18,3.0
6,0,0,200.0,14,9,1,4087,2014,1,400,4.0
4,0,0,125.0,14,7,3,3988,2013,10,459,4.0
2,0,0,60.0,14,21,2,4112,2014,4,159,3.0
1,0,0,415.0,14,11,2,3082,2016,4,400,4.0
5,0,0,320.0,14,7,2,3649,2015,3,400,4.0
4,0,0,227.0,14,6,3,2980,2016,7,400,4.0
3,0,0,200.0,14,5,2,2717,2018,4,400,3.0
4,0,0,40.0,14,11,2,2855,2017,12,459,4.0
1,0,0,500.0,14,6,2,2538,2018,4,23,4.0
2,0,0,220.0,14,10,8,2967,2017,9,459,4.0
4,0,0,250.0,14,7,2,3332,2016,8,337,4.0
6,0,0,380.0,14,16,3,3694,2015,8,18,4.0
4,0,0,300.0,14,9,3,2452,2018,11,400,4.0
1,0,0,250.0,42,4,1,2346,2019,5,67,3.0
3,0,0,720.0,14,13,3,2042,2019,7,400,3.0
2,0,0,1.0,29,7,8,2193,2019,10,491,2.0
1,0,0,500.0,14,9,1,2206,2019,10,13,3.0
8,0,0,750.0,14,3,1,2126,2019,12,504,2.0
4,0,0,480.0,14,7,2,1968,2020,6,344,1.0
5,0,0,500.0,14,9,1,1422,2020,9,18,4.0
3,0,0,820.0,14,7,1,1757,2021,1,13,4.0
4,0,0,500.0,14,9,1,1675,2021,3,159,1.0
2,0,0,500.0,14,7,2,1127,2022,1,394,4.0
3,0,0,500.0,14,5,2,1006,2022,5,459,3.28450954283178
4,0,0,1.0,37,5,1,670,2022,8,400,1.0
5,0,0,350.0,14,10,2,1073,2022,8,159,3.0
3,0,0,12.0,44,8,1,1087,2022,8,159,3.28450954283178
4,0,0,1.0,32,12,1,920,2023,3,68,4.0
2,0,0,150.0,42,9,3,736,2023,8,53,1.0
2,0,0,350.0,14,4,1,462,2024,3,84,4.0
1,0,0,500.0,14,1,1,300,2024,4,227,1.0
2,0,0,300.0,14,9,1,1715,2020,7,400,4.0
1,0,0,900.0,14,11,3,2711,2018,3,18,4.0
9,0,0,600.0,14,6,1,2939,2016,4,459,4.0
3,0,0,900.0,14,7,2,2837,2015,8,18,4.0
3,0,0,155.0,14,7,2,2688,2018,6,418,4.0
2,0,0,250.0,14,6,3,3751,2015,3,459,3.0
4,0,0,250.0,14,7,1,3106,2016,6,134,2.0
11,0,0,250.0,14,11,3,3785,2015,4,418,2.0
3,0,0,250.0,14,12,1,3841,2015,2,400,2.0
2,0,0,500.0,14,5,5,2685,2018,6,400,1.0
3,1,0,24.0,44,6,2,2773,2017,9,400,3.0
3,0,0,454.0,14,3,3,4045,2014,8,474,4.0
7,0,0,3.0,71,11,4,2881,2017,12,402,4.0
3,0,0,750.0,42,11,1,3359,2016,8,53,1.0
2,0,0,480.0,14,4,4,2813,2018,2,134,4.0
4,1,0,250.0,14,1,2,2915,2017,9,125,1.0
4,0,0,250.0,42,4,2,3488,2015,3,134,2.0
2,0,0,1.0,27,13,1,2425,2018,4,159,1.0
6,0,0,200.0,14,5,4,4406,2013,7,459,4.0
4,0,0,180.0,14,8,1,3114,2017,3,20,4.0
1,0,0,100.0,14,4,4,3328,2016,4,459,4.0
4,0,0,500.0,14,6,2,2877,2017,11,400,4.0
4,0,0,500.0,14,16,7,3896,2015,2,400,1.0
3,0,0,230.0,14,6,2,3325,2016,9,459,4.0
6,0,0,330.0,14,4,2,2967,2017,9,75,4.0
2,0,0,410.0,14,6,5,3306,2016,9,337,4.0
4,0,0,560.0,14,5,2,2819,2018,1,133,3.0
3,0,0,240.0,14,5,2,3129,2017,3,12,3.0
8,0,0,165.0,14,6,1,2773,2016,9,134,3.0
2,0,0,754.0,14,6,3,3369,2016,7,134,4.0
1,0,0,500.0,14,1,1,1819,2019,5,428,4.0
8,0,0,4.0,71,5,2,2138,2019,9,459,4.0
3,0,0,150.0,19,1,6,2170,2019,10,400,4.0
2,0,0,500.0,14,5,1,1824,2020,1,400,4.0
5,0,0,500.0,14,3,2,1913,2020,6,134,4.0
3,0,0,100.0,14,5,1,1745,2020,8,459,3.0
5,0,0,1.0,29,12,2,1133,2022,1,400,4.0
2,0,0,1.0,44,3,1,1298,2022,4,52,4.0
1,0,0,1.0,49,1,7,1007,2022,9,504,4.0
3,0,0,800.0,14,4,1,935,2022,9,83,3.0
5,0,0,180.0,44,6,1,1085,2022,9,18,4.0
4,0,0,1.0,29,11,4,974,2023,1,68,3.0
3,0,0,430.0,14,1,1,532,2023,3,209,3.28450954283178
16,0,0,500.0,14,8,1,849,2023,6,18,4.0
8,0,0,4.0,71,5,2,828,2023,6,459,4.0
3,0,0,125.0,14,9,1,848,2023,6,400,4.0
5,0,0,3.0,71,4,1,293,2023,9,381,3.0
1,0,0,500.0,14,7,1,0,2024,12,84,3.28450954283178
5,0,0,750.0,14,8,2,4397,2013,5,134,2.0
5,0,0,70.0,7,8,1,3595,2015,5,400,4.0
4,0,0,500.0,14,10,5,4147,2014,3,12,1.0
3,0,0,420.0,14,6,2,4017,2014,9,138,4.0
6,0,0,350.0,14,5,2,4230,2013,8,459,4.0
7,0,0,400.0,14,11,1,2988,2017,5,451,4.0
4,0,0,500.0,42,6,2,4560,2013,4,67,4.0
3,0,0,500.0,14,4,2,3055,2017,5,459,3.0
3,0,0,400.0,14,5,2,2642,2018,7,400,4.0
2,0,0,375.0,14,7,6,2957,2017,2,400,3.28450954283178
4,0,0,420.0,14,8,2,2441,2018,7,21,3.28450954283178
3,0,0,1.0,29,6,1,4400,2013,3,418,1.0
4,0,0,375.0,14,8,3,2605,2018,8,18,4.0
2,0,0,250.0,14,7,2,3111,2016,7,400,1.0
4,0,0,130.0,14,11,8,3867,2015,3,119,3.0
3,0,0,400.0,14,5,2,2976,2017,8,400,3.0
4,0,0,400.0,14,14,8,3888,2015,1,56,4.0
3,0,0,195.0,14,3,4,2945,2017,5,134,4.0
1,0,0,1000.0,14,5,11,3997,2014,11,307,3.0
1,0,0,450.0,42,4,3,2522,2018,8,53,4.0
4,0,0,270.0,14,7,2,2304,2018,9,394,4.0
5,0,0,70.0,14,4,4,2399,2018,9,459,3.0
3,0,0,1.0,29,10,1,2292,2019,6,400,4.0
4,1,0,1.0,29,11,6,2204,2019,8,53,4.0
2,0,0,340.0,14,9,1,2051,2020,1,394,2.0
2,0,0,1.0,27,8,1,1909,2020,3,159,4.0
4,0,0,50.0,14,5,3,1852,2020,6,459,3.0
2,0,0,100.0,14,4,1,1414,2020,12,400,3.0
5,0,0,500.0,42,6,2,1669,2021,1,400,3.28450954283178
5,0,0,90.0,14,6,2,1348,2021,10,459,4.0
5,0,0,500.0,14,10,3,1367,2022,1,18,4.0
3,0,0,355.0,19,7,4,1338,2022,2,137,3.0
4,0,0,2.0,71,9,1,1271,2022,4,418,1.0
2,0,0,90.0,14,7,2,1033,2022,4,53,1.0
5,0,0,320.0,14,10,1,948,2022,6,400,1.0
5,0,0,225.0,14,5,1,1079,2022,10,411,4.0
4,1,0,200.0,14,5,1,928,2023,1,400,4.0
3,0,0,1.0,29,10,2,612,2023,5,18,3.0
5,0,0,400.0,14,25,2,807,2023,7,45,4.0
1,0,0,500.0,14,7,1,0,2023,9,84,3.28450954283178
3,0,0,160.0,14,6,1,723,2023,10,459,3.0
1,0,0,300.0,14,1,1,436,2024,3,135,4.0
1,0,0,500.0,14,2,1,333,2024,11,323,3.28450954283178
3,0,0,4.0,58,6,2,3768,2015,3,159,1.0
1,0,0,200.0,14,5,5,2866,2017,7,53,4.0
3,0,0,200.0,14,5,2,4112,2014,3,459,3.0
2,0,0,370.0,14,12,2,3791,2014,3,400,4.0
3,0,0,200.0,14,5,3,3947,2014,6,134,3.0
5,0,0,400.0,14,6,1,2974,2016,4,400,4.0
3,0,0,1.0,29,11,2,2658,2017,9,400,4.0
4,0,0,180.0,14,6,1,3436,2015,4,18,4.0
4,0,0,250.0,42,4,2,1577,2017,10,134,2.0
2,0,0,185.0,14,5,3,2652,2017,2,134,3.0
5,0,0,5.0,71,3,2,2523,2018,3,459,3.0
1,0,0,85.0,14,1,4,3317,2016,9,435,3.28450954283178
2,0,0,500.0,14,7,1,2384,2018,7,459,4.0
5,0,0,180.0,14,9,2,4160,2014,5,416,4.0
5,0,0,180.0,14,5,1,3206,2017,1,25,4.0
9,0,0,300.0,14,6,3,3575,2016,1,459,4.0
5,0,0,250.0,14,8,9,4073,2014,3,511,1.0
10,0,0,360.0,42,8,2,2732,2018,3,134,4.0
1,0,0,250.0,42,5,7,2565,2018,9,45,4.0
1,0,0,440.0,14,10,1,2548,2018,9,418,4.0
9,0,0,425.0,14,6,2,2490,2018,10,18,3.0
4,0,0,4.0,44,6,2,2300,2018,11,18,1.0
3,0,0,330.0,14,1,2,2196,2019,2,500,3.0
2,0,0,500.0,14,6,2,2200,2019,2,459,4.0
3,0,0,1.0,29,9,2,2368,2019,3,53,4.0
6,0,0,380.0,42,7,1,2172,2019,3,134,4.0
4,0,0,500.0,14,8,1,2396,2019,4,159,1.0
7,0,0,230.0,14,7,1,2349,2019,4,400,3.0
2,0,0,270.0,14,6,2,2156,2019,6,134,4.0
5,0,0,500.0,14,6,1,1981,2019,7,134,4.0
4,0,0,50.0,14,5,5,2177,2019,8,459,3.0
1,0,0,450.0,42,3,1,1890,2020,4,134,4.0
5,0,0,200.0,19,7,8,1944,2020,6,361,4.0
5,0,0,85.0,14,10,1,1779,2020,10,400,4.0
2,0,0,300.0,14,6,1,1650,2021,3,459,4.0
1,0,0,255.0,14,5,1,1655,2021,4,134,4.0
5,0,0,500.0,42,5,1,1094,2021,8,159,1.0
3,0,0,57.0,14,2,3,1229,2022,5,131,3.28450954283178
5,0,0,360.0,14,7,2,1193,2022,6,400,4.0
2,0,0,90.0,14,13,1,966,2022,9,52,4.0
9,0,0,255.0,14,7,1,1092,2022,10,273,4.0
2,0,0,1250.0,42,6,1,743,2023,3,67,4.0
9,0,0,367.0,14,6,1,590,2023,9,164,4.0
1,0,0,52.0,14,6,1,480,2024,6,62,4.0
1,0,0,500.0,14,1,1,87,2024,11,181,3.28450954283178
1,0,0,16.0,51,6,1,63,2024,12,400,4.0
4,0,0,650.0,14,11,1,4799,2012,5,18,3.0
2,0,0,200.0,14,9,3,2986,2017,7,459,3.0
4,0,0,500.0,42,5,6,3665,2015,10,134,4.0
3,0,0,400.0,42,12,3,4675,2012,9,400,4.0
4,0,0,500.0,14,9,4,2613,2018,8,394,2.0
9,0,0,104.0,14,12,2,2959,2016,7,18,4.0
2,0,0,6.0,71,14,3,3062,2017,5,159,3.0
7,0,0,0.2,27,9,1,4102,2014,5,418,4.0
3,0,0,500.0,42,4,3,3998,2014,2,134,2.0
3,0,0,75.0,7,6,8,3901,2015,2,52,1.0
2,0,0,220.0,14,11,3,4830,2012,6,18,4.0
3,0,0,250.0,14,5,1,4026,2014,8,134,2.0
4,0,0,125.0,14,6,2,4764,2012,7,459,4.0
2,0,0,170.0,14,7,2,3756,2014,12,139,4.0
2,0,0,342.0,14,5,4,3182,2016,9,134,3.0
3,0,0,500.0,14,5,2,2629,2018,1,459,3.0
4,0,0,1.0,29,9,3,2539,2018,2,400,2.0
11,0,0,315.0,14,10,2,3667,2015,9,459,4.0
4,0,0,150.0,42,6,6,4581,2013,3,53,4.0
3,0,0,50.0,7,1,2,2545,2018,8,247,2.0
4,0,0,450.0,14,12,6,3653,2015,9,18,4.0
2,0,0,300.0,14,5,1,3173,2016,9,459,4.0
3,0,0,400.0,14,10,2,4129,2014,7,18,3.0
5,0,0,50.0,14,14,2,2331,2019,3,400,3.0
3,0,0,500.0,14,6,2,1902,2020,3,13,4.0
4,0,0,750.0,42,1,1,1654,2020,10,295,1.0
1,0,0,500.0,14,1,1,1492,2020,11,102,3.28450954283178
3,0,0,1.0,27,2,1,1739,2021,1,230,4.0
4,0,0,200.0,14,9,1,1678,2021,2,411,4.0
3,0,0,250.0,14,9,1,1394,2021,3,159,2.0
4,0,0,250.0,14,8,1,1473,2021,5,159,2.0
6,0,0,420.0,14,4,1,611,2022,1,400,4.0
1,0,0,500.0,14,6,2,1196,2022,1,53,3.28450954283178
1,0,0,500.0,14,1,1,969,2022,4,226,3.28450954283178
3,0,0,132.0,14,8,1,1261,2022,5,418,3.0
1,0,0,264.0,14,5,1,1247,2022,5,418,3.0
3,0,0,250.0,14,6,1,1079,2022,11,13,3.0
4,0,0,90.0,14,7,1,1002,2022,11,18,3.0
1,0,0,500.0,14,7,1,0,2024,9,84,3.28450954283178
1,0,0,430.0,14,11,1,204,2024,11,53,3.28450954283178
1,0,0,250.0,42,6,1,195,2024,11,53,4.0
1,0,0,400.0,42,7,7,3303,2016,9,307,4.0
1,0,0,240.0,14,12,4,2812,2018,2,396,3.0
6,0,0,150.0,14,9,1,3705,2014,12,18,3.0
3,0,0,300.0,14,6,4,3872,2015,3,459,4.0
5,0,0,135.0,14,11,2,2751,2017,7,415,3.0
4,0,0,4.0,71,9,2,2648,2018,7,418,4.0
2,0,0,750.0,14,8,4,3883,2013,11,18,4.0
3,0,0,50.0,7,5,1,3031,2017,5,418,4.0
1,0,0,200.0,42,14,1,4907,2012,5,400,4.0
10,0,0,350.0,14,2,2,2976,2017,3,157,4.0
5,0,0,200.0,14,12,2,4224,2013,11,18,3.0
7,0,0,20.0,14,8,1,3540,2015,11,418,4.0
2,0,0,510.0,14,13,2,4354,2013,10,18,4.0
1,0,0,200.0,42,4,1,3180,2017,2,307,4.0
5,0,0,340.0,14,10,1,2793,2018,1,400,3.0
4,0,0,500.0,14,5,4,2810,2018,1,134,4.0
5,0,0,283.49523125,19,12,2,3735,2014,12,400,4.0
4,0,0,112.0,14,8,2,2671,2018,3,459,4.0
2,0,0,165.0,14,6,6,3342,2016,8,459,4.0
2,0,0,1.0,29,7,4,3752,2013,12,67,1.0
1,0,0,1.0,29,7,3,2875,2017,3,418,3.28450954283178
2,0,0,260.0,14,5,5,3387,2016,6,396,3.0
4,0,0,180.0,14,8,3,2437,2018,4,459,4.0
4,0,0,500.0,14,1,2,2461,2018,2,240,4.0
6,0,0,250.0,42,3,2,4279,2013,11,487,4.0
2,0,0,60.0,14,13,3,3884,2015,3,396,4.0
5,0,0,500.0,14,6,2,2601,2018,5,459,4.0
2,0,0,500.0,42,1,1,2482,2018,9,216,4.0
1,0,0,500.0,14,1,2,2384,2018,10,202,4.0
3,0,0,157.0,14,6,3,2525,2018,10,459,4.0
3,0,0,500.0,14,9,2,2427,2019,1,67,4.0
4,0,0,50.0,7,5,2,1120,2019,1,134,4.0
4,0,0,320.0,14,5,1,2327,2019,4,459,4.0
3,0,0,397.0,14,3,2,2341,2019,4,159,3.0
4,0,0,500.0,14,4,1,2114,2019,9,459,4.0
4,0,0,500.0,14,6,1,1969,2020,1,451,3.28450954283178
1,0,0,950.0,14,6,1,1796,2020,3,159,1.0
9,0,0,150.0,14,8,12,2032,2020,3,459,4.0
3,0,0,150.0,14,6,2,1809,2020,4,159,3.0
2,0,0,50.0,7,5,1,1880,2020,7,67,1.0
5,0,0,50.0,7,6,2,1766,2020,9,67,1.0
2,0,0,500.0,14,7,1,1027,2020,12,400,3.0
5,0,0,235.0,14,6,2,1669,2021,1,134,2.0
3,0,0,385.0,19,8,2,1307,2022,2,471,3.0
1,0,0,400.0,14,9,2,519,2022,7,13,4.0
4,0,0,150.0,14,9,2,974,2022,11,12,3.0
5,0,0,450.0,14,6,1,824,2023,4,471,4.0
2,0,0,95.0,14,3,2,453,2024,5,459,3.0
4,0,0,6.0,44,3,1,1631,2020,4,63,4.0
4,0,0,500.0,14,1,1,306,2024,11,288,4.0
3,0,0,240.0,14,7,1,2464,2018,2,18,3.0
2,0,0,500.0,14,4,1,4152,2014,5,18,4.0
4,0,0,250.0,14,12,1,4799,2012,5,459,4.0
1,0,0,500.0,14,10,1,2984,2016,4,18,4.0
6,0,0,220.0,14,12,2,2747,2018,4,352,3.0
4,0,0,137.0,14,5,1,3261,2016,4,459,3.0
5,0,0,100.0,14,7,8,4488,2013,5,75,4.0
3,0,0,285.0,14,17,16,4937,2012,4,18,3.0
1,0,0,33.0,7,10,1,2478,2018,6,18,4.0
4,0,0,196.0,14,6,1,3152,2016,2,459,4.0
6,0,0,1.0,27,10,1,4824,2012,6,418,3.0
8,0,0,600.0,14,7,3,3672,2015,2,459,4.0
4,0,0,1.0,27,10,1,4369,2013,11,418,3.0
4,0,0,1.0,29,6,2,4698,2012,8,418,1.0
3,0,0,350.0,14,13,3,4625,2012,11,18,1.0
3,0,0,250.0,14,13,2,3868,2015,3,418,2.0
4,0,0,335.0,14,11,3,1951,2017,3,18,4.0
3,0,0,230.0,14,6,1,2651,2018,5,459,4.0
1,0,0,400.0,14,7,2,2915,2017,10,298,3.0
4,0,0,150.0,14,5,2,4798,2012,6,459,3.0
3,0,0,1.0,27,11,3,2644,2018,1,231,3.0
4,0,0,450.0,14,8,2,2523,2018,3,159,3.0
6,0,0,400.0,42,5,1,2569,2018,5,134,4.0
9,0,0,3.0,71,5,3,2641,2018,2,400,4.0
5,0,0,192.0,14,7,2,3266,2013,12,459,4.0
3,0,0,250.0,42,7,4,2597,2018,2,52,4.0
1,0,0,500.0,14,9,1,1634,2018,5,418,3.0
2,0,0,300.0,14,4,1,3570,2015,12,134,4.0
3,0,0,160.0,7,5,3,2550,2018,5,67,1.0
2,0,0,150.0,11,7,1,2663,2018,7,344,3.0
4,0,0,370.0,14,10,2,2846,2017,5,18,4.0
2,0,0,500.0,42,5,2,4156,2014,4,134,4.0
4,0,0,398.0,14,5,1,3697,2014,11,134,4.0
5,0,0,175.0,14,10,2,2551,2018,10,401,4.0
2,0,0,500.0,14,10,8,2437,2019,1,400,1.0
4,0,0,800.0,14,6,2,1975,2019,2,400,3.0
3,0,0,500.0,14,9,3,1966,2019,2,400,4.0
3,0,0,300.0,14,16,2,2325,2019,6,52,4.0
5,0,0,400.0,14,9,1,1609,2019,8,400,4.0
3,0,0,6.0,71,5,1,2215,2019,9,459,4.0
2,0,0,500.0,14,1,1,2210,2019,10,9,3.28450954283178
6,0,0,510.0,14,10,1,1450,2020,5,18,4.0
1,0,0,900.0,14,8,4,1758,2020,8,84,4.0
3,0,0,190.0,14,7,2,1734,2020,11,418,4.0
4,0,0,125.0,14,11,1,1685,2021,3,400,4.0
7,0,0,450.0,14,11,1,1347,2021,7,400,3.0
2,0,0,200.0,14,7,1,1282,2022,3,400,1.0
6,0,0,6.0,65,1,1,1115,2022,4,201,4.0
2,0,0,440.0,14,6,1,1005,2022,5,418,3.0
5,0,0,85.0,14,7,2,1176,2022,6,459,4.0
1,0,0,500.0,14,10,1,753,2023,6,400,3.0
2,0,0,420.0,14,9,1,776,2023,8,400,4.0
5,0,0,270.0,21,8,1,573,2024,1,418,4.0
10,0,0,550.0,14,3,1,501,2024,6,385,4.0
5,0,0,700.0,14,10,8,3825,2015,4,400,3.0
3,0,0,500.0,14,3,2,4876,2012,5,504,2.0
6,0,0,375.0,14,9,3,3647,2015,9,400,3.0
3,0,0,1.0,29,14,1,3758,2015,5,68,4.0
1,0,0,60.0,14,9,1,3077,2017,4,400,4.0
2,0,0,150.0,14,11,1,4015,2014,1,402,4.0
2,0,0,2.0,71,7,20,4688,2012,9,459,4.0
2,0,0,0.0,29,16,7,4751,2012,9,305,4.0
3,0,0,150.0,42,4,1,2545,2015,2,134,4.0
2,1,0,340.0,14,7,2,3539,2014,12,392,2.0
2,0,0,400.0,42,10,2,3645,2015,2,400,4.0
2,0,0,250.0,14,9,3,3107,2017,1,52,1.0
6,0,0,20.0,14,12,3,2761,2018,1,18,3.0
3,0,0,5.0,60,7,2,2575,2018,5,134,4.0
4,0,0,25.0,14,11,1,4008,2014,10,400,4.0
3,0,0,1.0,29,11,7,2564,2018,2,53,4.0
1,0,0,1.0,29,5,2,1523,2017,12,18,2.0
3,0,0,157.0,14,7,10,3892,2015,2,322,4.0
2,0,0,28.0,14,6,3,4616,2013,3,75,4.0
3,0,0,186.0,14,5,3,2911,2017,10,337,4.0
5,0,0,335.0,14,3,1,3678,2015,7,18,4.0
6,0,0,100.0,14,7,1,2424,2019,2,459,3.0
2,0,0,500.0,14,1,2,2428,2019,2,155,1.0
2,0,0,375.0,14,8,3,2308,2019,6,13,4.0
2,0,0,200.0,14,9,2,2312,2019,6,344,4.0
2,0,0,100.0,14,5,3,2178,2019,10,459,4.0
4,0,0,1.0,51,19,5,2048,2020,1,53,4.0
5,0,0,240.0,14,9,2,740,2020,3,400,4.0
3,0,0,110.0,14,13,1,1766,2020,10,134,4.0
2,0,0,330.0,14,10,1,1665,2021,4,18,4.0
1,0,0,1.0,44,7,1,1574,2021,5,84,3.28450954283178
2,0,0,500.0,14,12,1,1129,2021,10,418,3.0
2,0,0,500.0,14,8,1,1109,2021,10,400,4.0
2,0,0,250.0,14,3,3,1432,2021,11,90,1.0
2,0,0,250.0,14,9,2,1148,2022,1,400,3.0
2,0,0,200.0,14,5,1,1338,2022,2,400,1.0
2,0,0,90.0,14,7,2,1317,2022,3,400,1.0
4,0,0,4.0,71,6,1,1227,2022,6,459,4.0
1,0,0,750.0,14,7,1,1117,2022,8,84,4.0
3,0,0,170.0,14,4,1,985,2022,10,18,4.0
5,0,0,60.0,7,4,1,917,2023,3,67,4.0
1,0,0,195.0,14,2,1,815,2023,5,267,4.0
1,0,0,450.0,14,9,2,606,2023,6,159,1.0
3,0,0,100.0,14,6,1,596,2023,12,459,3.0
2,0,0,900.0,14,3,1,383,2024,3,159,3.28450954283178
1,0,0,51.0,14,1,4,557,2024,4,41,4.0
1,0,0,225.0,14,1,1,158,2024,11,48,4.0
4,0,0,50.0,7,1,1,262,2024,11,218,4.0
1,0,0,500.0,14,7,1,0,2024,12,84,3.28450954283178
2,0,0,25.0,19,11,2,4712,2012,10,337,4.0
2,0,0,1.25,29,10,1,4002,2014,9,68,4.0
3,0,0,500.0,14,8,2,3000,2017,3,18,1.0
3,0,0,1.0,27,9,1,2852,2017,10,159,1.0
7,0,0,400.0,14,18,2,4388,2013,9,18,4.0
3,0,0,1.0,29,5,2,4482,2013,4,67,4.0
3,0,0,150.0,14,9,2,3585,2015,3,459,4.0
2,0,0,1000.0,14,5,4,4397,2013,1,504,2.0
3,0,0,225.0,14,6,1,3622,2015,2,459,4.0
2,0,0,190.0,14,8,7,4810,2012,6,95,4.0
6,0,0,900.0,14,6,1,3003,2015,4,405,4.0
7,0,0,330.0,14,8,1,4474,2012,8,18,4.0
9,0,0,100.0,14,6,1,3973,2014,7,459,3.0
7,0,0,500.0,14,4,2,2817,2018,1,400,4.0
3,0,0,350.0,14,9,2,2230,2018,4,159,3.0
4,0,0,550.0,14,9,2,2719,2018,4,159,3.0
3,0,0,500.0,14,10,2,2842,2017,12,400,4.0
4,0,0,250.0,14,7,1,3788,2014,12,84,2.0
5,0,0,90.0,14,7,3,2645,2017,11,13,3.0
1,0,0,630.0,14,7,2,2804,2017,10,84,4.0
3,0,0,170.0,14,12,2,2686,2018,3,400,1.0
3,0,0,1000.0,14,11,3,2757,2018,2,400,2.0
6,0,0,1.25,29,12,3,3121,2017,2,53,4.0
3,0,0,0.5,29,5,1,4117,2013,9,67,1.0
3,0,0,500.0,14,11,9,3482,2016,4,13,1.0
3,0,0,400.0,14,6,5,3279,2016,9,119,4.0
3,0,0,250.0,18,4,4,3882,2015,2,458,4.0
3,0,0,500.0,14,10,4,4333,2013,12,18,1.0
5,0,0,400.0,14,6,1,3198,2017,1,134,4.0
3,0,0,1.0,29,7,3,3660,2015,1,18,2.0
5,0,0,394.0,14,7,3,2702,2018,2,400,4.0
1,0,0,170.0,42,7,2,4727,2012,6,418,1.0
2,0,0,425.0,14,12,1,2558,2018,10,134,4.0
9,0,0,125.0,14,9,1,2345,2019,3,418,4.0
2,0,0,500.0,14,1,2,2187,2019,4,261,4.0
5,0,0,350.0,14,14,1,2372,2019,4,18,1.0
5,0,0,112.0,14,3,2,2303,2019,4,87,4.0
1,0,0,160.0,14,5,2,2275,2019,7,159,3.0
1,0,0,300.0,14,5,1,2250,2019,8,459,4.0
2,0,0,500.0,14,6,1,1606,2019,12,459,3.0
1,0,0,350.0,14,1,1,1745,2020,6,196,3.28450954283178
1,0,0,500.0,14,1,1,1473,2021,1,205,3.28450954283178
1,0,0,480.0,14,5,1,1623,2021,3,459,4.0
11,0,0,280.0,14,7,1,1536,2021,6,400,4.0
2,0,0,190.0,14,6,2,1327,2022,2,134,4.0
3,0,0,340.0,14,11,2,1300,2022,4,18,4.0
