product_name,brands,categories,ingredients,labels,nutriscore,text,cluster
chocolat,leka cream,en:chocolates,,,,chocolat leka cream en:chocolates   ,9
Khayrate,,en:dairy-desserts,,,,Khayrate  en:dairy-desserts   ,9
Briochettes,Pasquier,"Snacks, Sweet snacks, Viennoiseries, Brioches, Small brioches",,,,"Briochettes Pasquier Snacks, Sweet snacks, Viennoiseries, Brioches, Small brioches   ",9
Harrys pain de mie extra moelleux complet sans sucres ajoutés 280g,Harrys,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Wholemeal breads, Wholemeal sliced breads",,,,"Harrys pain de mie extra moelleux complet sans sucres ajoutés 280g Harrys Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Wholemeal breads, Wholemeal sliced breads   ",0
gravy granules,Bisto,"Condiments, Dried products, Dried products to be rehydrated, Sauces, Dehydrated sauces, Groceries",,,,"gravy granules Bisto Condiments, Dried products, Dried products to be rehydrated, Sauces, Dehydrated sauces, Groceries   ",6
Crousti fondant choco-noisettes,"Nestlé, Nat","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales pour petit déjeuner riches en fibres,Céréales fourrées,Céréales pour petit déjeuner fourrées au chocolat-noisettes",,,,"Crousti fondant choco-noisettes Nestlé, Nat Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales pour petit déjeuner riches en fibres,Céréales fourrées,Céréales pour petit déjeuner fourrées au chocolat-noisettes   ",4
Ugandan dark chocolate,Asda,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",,,,"Ugandan dark chocolate Asda Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates   ",9
Light,Leerdammer,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cheeses of the Netherlands, Leerdammer, en:cow-cheeses",,,,"Light Leerdammer Dairies, Fermented foods, Fermented milk products, Cheeses, Cheeses of the Netherlands, Leerdammer, en:cow-cheeses   ",2
Kefir Drink,Biotiful Dairy Ltd,"Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, Kefir, en:yogurt-drinks",,,,"Kefir Drink Biotiful Dairy Ltd Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, Kefir, en:yogurt-drinks   ",2
HERTA Trésor de Grand Mère pâte feuilletée pur beurre 280g,"HERTA, Trésor de Grand Mère","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées, Pâte feuilletée pur beurre, Aides culinaires, en:Baking Mixes, en:Frozen baking mixes, en:Refrigerated baking mixes",,,,"HERTA Trésor de Grand Mère pâte feuilletée pur beurre 280g HERTA, Trésor de Grand Mère Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées, Pâte feuilletée pur beurre, Aides culinaires, en:Baking Mixes, en:Frozen baking mixes, en:Refrigerated baking mixes   ",9
Riz aux champignons de Paris,BEN'S ORIGINAL,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Surgelés, Céréales en grains, Riz",,,,"Riz aux champignons de Paris BEN'S ORIGINAL Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Surgelés, Céréales en grains, Riz   ",4
Aiguillettes de Poulet Rôti,Fleury Michon,"Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",,,,"Aiguillettes de Poulet Rôti Fleury Michon Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet   ",9
seven seeds and grains sourdough,Bertinet Bakery,Multigrain sliced breads,,,,seven seeds and grains sourdough Bertinet Bakery Multigrain sliced breads   ,9
,Ferrero,en:chocolate-spreads,,,, Ferrero en:chocolate-spreads   ,9
danonino,Danonino,"Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, en:yogurts",,,,"danonino Danonino Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, en:yogurts   ",2
chocolat noir aux pépites,Carlotti,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, en:dark-chocolates-with-cocoa-nibs",,,,"chocolat noir aux pépites Carlotti Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, en:dark-chocolates-with-cocoa-nibs   ",9
,,,,,,     ,9
,,,,,,     ,9
8 Flour Tortilla Wraps Regular,Old El Paso (General Mills),"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads",,,,"8 Flour Tortilla Wraps Regular Old El Paso (General Mills) Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads   ",0
Plain tortilla wraps,"Sainsbury's,The pet shop","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,White breads,Wheat breads,Wheat flatbreads,Plain-tortilla-wraps,Tortilla-wraps",,,,"Plain tortilla wraps Sainsbury's,The pet shop Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,White breads,Wheat breads,Wheat flatbreads,Plain-tortilla-wraps,Tortilla-wraps   ",0
Yeast extract,Tesco,"Plant-based foods and beverages, Plant-based foods, Spreads, Plant-based spreads, Salted spreads, Yeast extract spreads",,,,"Yeast extract Tesco Plant-based foods and beverages, Plant-based foods, Spreads, Plant-based spreads, Salted spreads, Yeast extract spreads   ",5
Peanuts roasted & salted,Alesto,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Botanas,Leguminosas,Snacks salados,Frutos de cáscara y derivados,Frutos de cáscara,Anacardos,Frutos de cáscara tostados,Cacahuetes,en:Salted nuts,en:Peanut grilled salted,Cacahuetes tostados,Cacahuetes salados",,,,"Peanuts roasted & salted Alesto Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Botanas,Leguminosas,Snacks salados,Frutos de cáscara y derivados,Frutos de cáscara,Anacardos,Frutos de cáscara tostados,Cacahuetes,en:Salted nuts,en:Peanut grilled salted,Cacahuetes tostados,Cacahuetes salados   ",9
Natural Yogur,"Bio Organic,Lidl,Milbona","Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,Iogurtes,en:Plain fermented dairy desserts,Iogurtes naturales",,,,"Natural Yogur Bio Organic,Lidl,Milbona Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,Iogurtes,en:Plain fermented dairy desserts,Iogurtes naturales   ",2
Thon entier au nature,Petit Navire,"Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas, Tuna-in-brine, Whole tunas, fr:Thon au naturel Albacore, en:tunas-in-brine",,,,"Thon entier au nature Petit Navire Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas, Tuna-in-brine, Whole tunas, fr:Thon au naturel Albacore, en:tunas-in-brine   ",9
Rice Basmati,Taureau Ailé,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices, fr:Féculents",,,,"Rice Basmati Taureau Ailé Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices, fr:Féculents   ",5
Infusion touche d'Hibiscus,Volvic,"Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Eaux,Infusions,Eaux aromatisées,Boissons au thé,Boissons avec sucre ajouté,Boisson à l'eau minérale aromatisée sucrée",,,,"Infusion touche d'Hibiscus Volvic Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Eaux,Infusions,Eaux aromatisées,Boissons au thé,Boissons avec sucre ajouté,Boisson à l'eau minérale aromatisée sucrée   ",8
Granola Fruits Rouges,Bjorg,A,,,,Granola Fruits Rouges Bjorg A   ,9
Lait demi-ecrémé,Pâturages,"Produits laitiers,Laits,Laits homogénéisés,Laits demi-écrémés,Laits UHT",,,,"Lait demi-ecrémé Pâturages Produits laitiers,Laits,Laits homogénéisés,Laits demi-écrémés,Laits UHT   ",7
Le Cassoulet Mitonné,William Saurin,"Conserves,Plats préparés,Plats préparés à la viande,Plats à base de haricots,Plats préparés en conserve,Cassoulets",,,,"Le Cassoulet Mitonné William Saurin Conserves,Plats préparés,Plats préparés à la viande,Plats à base de haricots,Plats préparés en conserve,Cassoulets   ",9
Emprésuré chocolat intense,Malo,"Dairies,Desserts,Dairy desserts,Chocolate desserts,Junkets,Chocolate junkets",,,,"Emprésuré chocolat intense Malo Dairies,Desserts,Dairy desserts,Chocolate desserts,Junkets,Chocolate junkets   ",9
Beurre plaquette AOP doux,Grand Fermage,"Produits laitiers,Matières grasses,Produits à tartiner,Matières grasses à tartiner,Matières grasses animales,Produits laitiers à tartiner,Matière grasse laitière,Beurres,Matière grasse de beurre,Beurres doux,Beurres pasteurisés,Beurres de crème douce",,,,"Beurre plaquette AOP doux Grand Fermage Produits laitiers,Matières grasses,Produits à tartiner,Matières grasses à tartiner,Matières grasses animales,Produits laitiers à tartiner,Matière grasse laitière,Beurres,Matière grasse de beurre,Beurres doux,Beurres pasteurisés,Beurres de crème douce   ",7
Cigar,henry's,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées",,,,"Cigar henry's Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées   ",9
Jafaden,"Marque Repère, Jafaden","Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus",,,,"Jafaden Marque Repère, Jafaden Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus   ",8
Cassonade pure canne,"Marque Repère, Tablier Blanc","Édulcorants, Sucres, Sucres roux, Sucres de canne, Cassonades",,,,"Cassonade pure canne Marque Repère, Tablier Blanc Édulcorants, Sucres, Sucres roux, Sucres de canne, Cassonades   ",9
Crema di cocco,Suzi Wan,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Crèmes végétales, Crèmes végétales pour cuisiner, Crèmes végétales à base de coco pour cuisiner, Laits et crèmes de coco",,,,"Crema di cocco Suzi Wan Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Crèmes végétales, Crèmes végétales pour cuisiner, Crèmes végétales à base de coco pour cuisiner, Laits et crèmes de coco   ",8
Butterkekse,"Bahlsen,Leibniz","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Petit-Beurre",,,,"Butterkekse Bahlsen,Leibniz Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Petit-Beurre   ",1
Sensations Thai Sweet Chilli Crisps,Walkers,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Potato crisps in sunflower oil",,,,"Sensations Thai Sweet Chilli Crisps Walkers Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Potato crisps in sunflower oil   ",5
Smooth Peanut Butter imp,Whole earth,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters",,,,"Smooth Peanut Butter imp Whole earth Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters   ",5
Branston Original Pickle,Branston,"Plant-based foods and beverages,Plant-based foods,Pickles,Condiment,Pickled vegetables",,,,"Branston Original Pickle Branston Plant-based foods and beverages,Plant-based foods,Pickles,Condiment,Pickled vegetables   ",5
Coconut oil,Bumble bee foods,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco, Huiles de coco raffinées",,,,"Coconut oil Bumble bee foods Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco, Huiles de coco raffinées   ",8
SEREK WIEJSKI,Piątnica,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Smarowidła, Sery, Desery mleczne, Słone smarowidła, Fermentowane desery mleczne, en:Plain fermented dairy desserts, en:Fresh cheeses, en:Cheese spreads, Cottage cheese, en:Plain cottage cheeses",,,,"SEREK WIEJSKI Piątnica Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Smarowidła, Sery, Desery mleczne, Słone smarowidła, Fermentowane desery mleczne, en:Plain fermented dairy desserts, en:Fresh cheeses, en:Cheese spreads, Cottage cheese, en:Plain cottage cheeses   ",9
Thé,Stéphanie Janah Freres,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions",,,,"Thé Stéphanie Janah Freres Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions   ",8
Arome l'Original,Nestlé,"Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen,Smaakmakers,Specerijen,Voedingsadditief,Aromas",,,,"Arome l'Original Nestlé Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen,Smaakmakers,Specerijen,Voedingsadditief,Aromas   ",9
Cracotte fibres,LU,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads",,,,"Cracotte fibres LU Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads   ",5
Cuor di cereale cioccolato,Gullón,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat",,,,"Cuor di cereale cioccolato Gullón Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat   ",1
,Gullón,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,en:Biscuits et gâteaux,en:Snacks sucrés",,,," Gullón Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,en:Biscuits et gâteaux,en:Snacks sucrés   ",1
Jamón Serrano,Incarlopsa,"Productos a base de carne,Carnes,Embutidos,Jamón,Jamón de país,Jamones secos,Productos cárnicos españoles,Jamón Serrano,en:Carnes  Embutidos  Productos a base de carne  Jamón  Jamón de país  Jamones secos  Spanish meat products  Jamón Serrano  raw-cured-ham",,,,"Jamón Serrano Incarlopsa Productos a base de carne,Carnes,Embutidos,Jamón,Jamón de país,Jamones secos,Productos cárnicos españoles,Jamón Serrano,en:Carnes  Embutidos  Productos a base de carne  Jamón  Jamón de país  Jamones secos  Spanish meat products  Jamón Serrano  raw-cured-ham   ",9
Fuet Espetec Extra,Casa Tarradellas,"Produtos à base de carne,Carnes,Carnes preparadas,Salsichas,Salsichas francesas,en:Sausages from Spain,Carnes secas,fr:Fouets catalans",,,,"Fuet Espetec Extra Casa Tarradellas Produtos à base de carne,Carnes,Carnes preparadas,Salsichas,Salsichas francesas,en:Sausages from Spain,Carnes secas,fr:Fouets catalans   ",9
Familial,Grand’mère,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Dosettes, Cafés moulus, Cafés en dosettes",,,,"Familial Grand’mère Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Dosettes, Cafés moulus, Cafés en dosettes   ",8
Tesco Sesame Breadsticks,Tesco,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks",,,,"Tesco Sesame Breadsticks Tesco Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks   ",0
Lentils in water,Napolina,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Canned legumes, Lentils, Canned lentils",,,,"Lentils in water Napolina Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Canned legumes, Lentils, Canned lentils   ",5
Cola Cao Original,Cola Cao,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders",,,,"Cola Cao Original Cola Cao Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders   ",9
Corn Smoked BBQ Crunchy Corn,Love Corn,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Seeds, Appetizers, Cereals and their products, Cereal grains, Corn",,,,"Corn Smoked BBQ Crunchy Corn Love Corn Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Seeds, Appetizers, Cereals and their products, Cereal grains, Corn   ",5
LBEN RAFII,rafii,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Boissons lactées,Boissons fermentées,Boissons lactées fermentées,Lait fermenté à boire nature maigre",,,,"LBEN RAFII rafii Produits laitiers,Produits fermentés,Produits laitiers fermentés,Boissons lactées,Boissons fermentées,Boissons lactées fermentées,Lait fermenté à boire nature maigre   ",7
St hubert omega 3 255 g demi sel,"St Hubert, St hubert omega 3","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines",,,,"St hubert omega 3 255 g demi sel St Hubert, St hubert omega 3 Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines   ",7
Multi-Seed Flatbread Thins,Rivercote,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Pumpernickel",,,,"Multi-Seed Flatbread Thins Rivercote Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Pumpernickel   ",5
Plain Tortilla Wraps,Rowan Hill Bakery,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads",,,,"Plain Tortilla Wraps Rowan Hill Bakery Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads   ",0
Petits pains grillés au froment,U,,,,,Petits pains grillés au froment U    ,9
Brunch bar choc chip,Cadbury,"Snacks, Sweet snacks, Bars, Cereal bars, Chocolate cereal bars",,,,"Brunch bar choc chip Cadbury Snacks, Sweet snacks, Bars, Cereal bars, Chocolate cereal bars   ",9
Total 0%,Fage,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:greek-style-yogurts",,,,"Total 0% Fage Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:greek-style-yogurts   ",2
Chips paysanne nature,"Lay's,Lays","Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Farmer's crisps,Potato crisps in sunflower oil",,,,"Chips paysanne nature Lay's,Lays Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Farmer's crisps,Potato crisps in sunflower oil   ",5
"Almond, Apple & Raisin Granola",deliciously ella,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits,Mueslis with nuts,Cereals with nuts",,,,"Almond, Apple & Raisin Granola deliciously ella Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits,Mueslis with nuts,Cereals with nuts   ",5
Sourdough Bread,Jason's Sourdough,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads",,,,"Sourdough Bread Jason's Sourdough Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads   ",0
Pâte à tartiner,"Carrefour BIO, Carrefour","Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao",,,,"Pâte à tartiner Carrefour BIO, Carrefour Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao   ",7
,Excelo,"fr:biscuit aux céréales, en:biscuits",,,," Excelo fr:biscuit aux céréales, en:biscuits   ",1
All Butter Scottish Shortbread Fingers,Marks & Spencer,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Shortbread, Scottish shortbread",,,,"All Butter Scottish Shortbread Fingers Marks & Spencer Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Shortbread, Scottish shortbread   ",1
Soy Sauce,Vitasia,"meals, sushi-and-maki, sushis, de:soja, soße, de:sushi-reis, de:sushis-und-maki-sushis, sushis-und-maki-sushis",,,,"Soy Sauce Vitasia meals, sushi-and-maki, sushis, de:soja, soße, de:sushi-reis, de:sushis-und-maki-sushis, sushis-und-maki-sushis   ",9
Mozzarella râpée,Milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Stretched-curd cheeses,Mozzarella,Grated cheese,Grated Mozzarella",,,,"Mozzarella râpée Milbona Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Stretched-curd cheeses,Mozzarella,Grated cheese,Grated Mozzarella   ",2
Activia bifidus cereales 120 g x 4 muesli,"Activia, Activia yoghurt cereals/fibres, Danone","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Desserts, Desserts lactés, Desserts lactés fermentés, Yaourts au Bifidus",,,,"Activia bifidus cereales 120 g x 4 muesli Activia, Activia yoghurt cereals/fibres, Danone Produits laitiers, Produits fermentés, Produits laitiers fermentés, Desserts, Desserts lactés, Desserts lactés fermentés, Yaourts au Bifidus   ",3
Taboule oriental 300g,Bonduelle,"Snacks, Snacks salés, Amuse-gueules, Plats préparés, Plats à base de semoule, Taboulés, Taboulés orientaux, en:Vegetables - Prepared/Processed (Perishable)",,,,"Taboule oriental 300g Bonduelle Snacks, Snacks salés, Amuse-gueules, Plats préparés, Plats à base de semoule, Taboulés, Taboulés orientaux, en:Vegetables - Prepared/Processed (Perishable)   ",9
Brossard le cake à l'anglaise,Brossard,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Cakes aux fruits",,,,"Brossard le cake à l'anglaise Brossard Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Cakes aux fruits   ",1
11/12/2024,"WW, Weight Watchers","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Plats préparés,Frais,Plats à base de pâtes,Pâtes alimentaires,Plats préparés au poisson,Plats préparés frais,Plats aux fruits de mer,Plats préparés à réchauffer au micro-ondes,Plats aux noix de Saint-Jacques,Plats préparés à faible teneur en matières grasses,Torti,Platss-prepares-a-base-de-mollusques",,,,"11/12/2024 WW, Weight Watchers Aliments et boissons à base de végétaux,Aliments d'origine végétale,Plats préparés,Frais,Plats à base de pâtes,Pâtes alimentaires,Plats préparés au poisson,Plats préparés frais,Plats aux fruits de mer,Plats préparés à réchauffer au micro-ondes,Plats aux noix de Saint-Jacques,Plats préparés à faible teneur en matières grasses,Torti,Platss-prepares-a-base-de-mollusques   ",9
brioche tressée,Brioche Pasquier,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tressées",,,,"brioche tressée Brioche Pasquier Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tressées   ",9
"Risotto poulet & cèpes, crème fraîche, petits oignons",Fleury Michon,"Viandes et dérivés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats à la volaille,Risottos,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Risottos aux légumes,Risottos au poulet,Risottos aux champignons,Risottos aux cèpes",,,,"Risotto poulet & cèpes, crème fraîche, petits oignons Fleury Michon Viandes et dérivés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats à la volaille,Risottos,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Risottos aux légumes,Risottos au poulet,Risottos aux champignons,Risottos aux cèpes   ",9
Monster Munch Salé,"Intersnack, Monster Munch, Vico","snacks, snacks-sales, amuse-gueules, biscuits-aperitifs, biscuits-aperitifs-souffles, biscuits-aperitifs-souffles-a-base-de-pomme-de-terre",,,,"Monster Munch Salé Intersnack, Monster Munch, Vico snacks, snacks-sales, amuse-gueules, biscuits-aperitifs, biscuits-aperitifs-souffles, biscuits-aperitifs-souffles-a-base-de-pomme-de-terre   ",9
La Vicoise saveur sel de mer,Vico,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks salés,Amuse-gueules,Chips et frites,Chips,Chips de pommes de terre,Chips de pommes de terre à l'huile de tournesol",,,,"La Vicoise saveur sel de mer Vico Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks salés,Amuse-gueules,Chips et frites,Chips,Chips de pommes de terre,Chips de pommes de terre à l'huile de tournesol   ",4
Boisson au soja nature bio,"Bio Village, Marque Repère","Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons sans sucre ajouté,Boissons végétales de soja,Boissons de soja nature non sucrées",,,,"Boisson au soja nature bio Bio Village, Marque Repère Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons sans sucre ajouté,Boissons végétales de soja,Boissons de soja nature non sucrées   ",8
